forecast_date,target_date,ticker,p10,p50,p90,actual,model_used,direction,signal_strength,conviction_score,error_abs,error_pct,hit,direction_correct,graded_at,notes,poly_adjusted_p50,poly_adjusted_p10,poly_adjusted_p90,poly_signal,poly_confidence,poly_alignment,poly_adjustment_pct,poly_top_question
2026-05-03,2026-05-12,HG=F,5.62989,5.97886,6.327831,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0942,0.0,,,,,,,5.97886,5.62989,6.327831,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-13,HG=F,5.606443,5.97886,6.351277,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0942,0.0,,,,,,,5.97886,5.606443,6.351277,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-14,HG=F,5.584384,5.97886,6.373336,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0942,0.0,,,,,,,5.97886,5.584384,6.373336,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-15,HG=F,5.563491,5.97886,6.394229,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0942,0.0,,,,,,,5.97886,5.563491,6.394229,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-04,DX-Y.NYB,97.671473,98.209993,98.748512,98.470001,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.7807,0.260008,0.2647,1.0,0.0,2026-05-05T06:45:35.738728,,,,,nan,nan,nan,,
2026-05-03,2026-05-05,DX-Y.NYB,97.448428,98.209993,98.971557,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.6898,,,,,,,98.209993,97.448428,98.971557,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-06,DX-Y.NYB,97.277276,98.209993,99.142709,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.6201,,,,,,,98.209993,97.277276,99.142709,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-07,DX-Y.NYB,97.132987,98.209993,99.286998,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.5613,,,,,,,98.209993,97.132987,99.286998,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-08,DX-Y.NYB,97.005864,98.209993,99.414121,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.5096,,,,,,,98.209993,97.005864,99.414121,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-11,DX-Y.NYB,96.890935,98.209993,99.52905,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.4628,,,,,,,98.209993,96.890935,99.52905,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-12,DX-Y.NYB,96.785246,98.209993,99.634739,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.4197,,,,,,,98.209993,96.785246,99.634739,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-13,DX-Y.NYB,96.686872,98.209993,99.733113,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.3796,,,,,,,98.209993,96.686872,99.733113,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-14,DX-Y.NYB,96.594477,98.209993,99.825508,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.342,,,,,,,98.209993,96.594477,99.825508,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-15,DX-Y.NYB,96.507087,98.209993,99.912898,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.3064,,,,,,,98.209993,96.507087,99.912898,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-04,^TNX,4.313033,4.378,4.442968,4.446,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.4064,0.068,1.5532,0.0,0.0,2026-05-05T06:45:36.553490,,,,,nan,nan,nan,,
2026-05-03,2026-05-05,^TNX,4.286123,4.378,4.469877,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.1606,,,,,,,4.378,4.286123,4.469877,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-06,^TNX,4.265474,4.378,4.490527,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.0,,,,,,,4.378,4.265474,4.490527,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-07,^TNX,4.248064,4.378,4.507937,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.0,,,,,,,4.378,4.248064,4.507937,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-08,^TNX,4.232725,4.378,4.523276,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.0,,,,,,,4.378,4.232725,4.523276,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-11,^TNX,4.218856,4.378,4.537144,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.0,,,,,,,4.378,4.218856,4.537144,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-12,^TNX,4.206102,4.378,4.549898,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.0,,,,,,,4.378,4.206102,4.549898,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-13,^TNX,4.194231,4.378,4.56177,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.0,,,,,,,4.378,4.194231,4.56177,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-14,^TNX,4.18308,4.378,4.572921,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.0,,,,,,,4.378,4.18308,4.572921,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-15,^TNX,4.172532,4.378,4.583468,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0,0.0,,,,,,,4.378,4.172532,4.583468,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-04,^GSPC,7156.911036,7231.664217,7306.417398,7200.75,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.5864,30.914217,0.4275,1.0,0.0,2026-05-05T06:45:36.491596,,,,,nan,nan,nan,,
2026-05-03,2026-05-05,^GSPC,7129.010859,7233.685688,7338.360517,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.4209,,,,,,,7233.685688,7129.010859,7338.360517,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-06,^GSPC,7107.938381,7235.707159,7363.475937,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.2931,,,,,,,7235.707159,7107.938381,7363.475937,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-07,^GSPC,7090.444176,7237.728631,7385.013085,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.1852,,,,,,,7237.728631,7090.444176,7385.013085,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-08,^GSPC,7075.249394,7239.750102,7404.25081,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.0899,,,,,,,7239.750102,7075.249394,7404.25081,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-11,^GSPC,7061.693211,7241.771573,7421.849935,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.0037,,,,,,,7241.771573,7061.693211,7421.849935,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-12,^GSPC,7049.381296,7243.793044,7438.204792,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.0,,,,,,,7243.793044,7049.381296,7438.204792,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-13,^GSPC,7038.055942,7245.814516,7453.573089,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.0,,,,,,,7245.814516,7038.055942,7453.573089,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-14,^GSPC,7027.53775,7247.835987,7468.134223,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.0,,,,,,,7247.835987,7027.53775,7468.134223,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-03,2026-05-15,^GSPC,7017.695889,7249.857458,7482.019027,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1332,0.0,,,,,,,7249.857458,7017.695889,7482.019027,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-04,NG=F,2.62902,2.787969,2.925847,2.867,TimeCopilot_MedianEnsemble,NEUTRAL,0.0836,0.0,0.079031,2.8347,1.0,0.0,2026-05-05T06:45:36.117734,,,,,nan,nan,nan,,
2026-05-04,2026-05-05,NG=F,2.575723,2.785724,3.00978,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0836,0.0,,,,,,,2.785724,2.575723,3.00978,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-06,NG=F,2.532912,2.787629,3.093235,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0836,0.0,,,,,,,2.787629,2.532912,3.093235,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-07,NG=F,2.512241,2.809818,3.12857,,TimeCopilot_MedianEnsemble,BULLISH,0.0836,0.0,,,,,,,2.809818,2.512241,3.12857,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-08,NG=F,2.46669,2.782324,3.11841,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0836,0.0,,,,,,,2.782324,2.46669,3.11841,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-11,NG=F,2.464435,2.819168,3.180682,,TimeCopilot_MedianEnsemble,BULLISH,0.0836,0.0,,,,,,,2.819168,2.464435,3.180682,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-12,NG=F,2.420184,2.805239,3.188243,,TimeCopilot_MedianEnsemble,BULLISH,0.0836,0.0,,,,,,,2.805239,2.420184,3.188243,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-13,NG=F,2.422596,2.82542,3.285639,,TimeCopilot_MedianEnsemble,BULLISH,0.0836,0.0,,,,,,,2.82542,2.422596,3.285639,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-14,NG=F,2.384323,2.796625,3.232678,,TimeCopilot_MedianEnsemble,BULLISH,0.0836,0.0,,,,,,,2.796625,2.384323,3.232678,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-15,NG=F,2.371181,2.824576,3.263443,,TimeCopilot_MedianEnsemble,BULLISH,0.0836,0.0,,,,,,,2.824576,2.371181,3.263443,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-04,GC=F,4563.87225,4641.29182,4716.111656,4519.5,TimeCopilot_MedianEnsemble,NEUTRAL,0.1882,0.3424,121.79182,2.6241,0.0,0.0,2026-05-05T06:45:36.003197,,,,,nan,nan,nan,,
2026-05-04,2026-05-05,GC=F,4529.838491,4641.485989,4746.563867,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1882,0.0638,,,,,,,4641.485989,4529.838491,4746.563867,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-06,GC=F,4523.027779,4638.309033,4768.407232,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1882,0.0,,,,,,,4638.309033,4523.027779,4768.407232,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-07,GC=F,4491.772217,4642.746333,4790.978157,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1882,0.0,,,,,,,4642.746333,4491.772217,4790.978157,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-08,GC=F,4469.891644,4638.612065,4801.672535,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1882,0.0,,,,,,,4638.612065,4469.891644,4801.672535,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-11,GC=F,4470.826595,4647.823194,4831.017243,,TimeCopilot_MedianEnsemble,BULLISH,0.1882,0.0,,,,,,,4647.823194,4470.826595,4831.017243,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-12,GC=F,4462.579334,4646.715318,4838.705727,,TimeCopilot_MedianEnsemble,BULLISH,0.1882,0.0,,,,,,,4646.715318,4462.579334,4838.705727,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-13,GC=F,4454.127762,4655.715344,4835.736987,,TimeCopilot_MedianEnsemble,BULLISH,0.1882,0.0,,,,,,,4655.715344,4454.127762,4835.736987,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-14,GC=F,4398.009311,4647.549073,4868.029227,,TimeCopilot_MedianEnsemble,BULLISH,0.1882,0.0,,,,,,,4647.549073,4398.009311,4868.029227,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-15,GC=F,4386.649497,4642.54574,4891.795898,,TimeCopilot_MedianEnsemble,NEUTRAL,0.1882,0.0,,,,,,,4642.54574,4386.649497,4891.795898,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-04,SI=F,72.70136,75.494641,78.496659,73.071999,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,2.422642,3.209,1.0,1.0,2026-05-05T06:45:36.225831,,,,,nan,nan,nan,,
2026-05-04,2026-05-05,SI=F,71.622564,75.518808,79.352245,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,75.518808,71.622564,79.352245,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-06,SI=F,71.12755,75.148275,79.872712,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,75.148275,71.12755,79.872712,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-07,SI=F,69.545859,74.566167,80.526839,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,74.566167,69.545859,80.526839,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-08,SI=F,68.99419,74.850244,80.763147,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,74.850244,68.99419,80.763147,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-11,SI=F,68.380938,74.769467,80.704419,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,74.769467,68.380938,80.704419,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-12,SI=F,68.150699,74.522511,81.457694,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,74.522511,68.150699,81.457694,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-13,SI=F,67.552135,74.613113,81.871067,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,74.613113,67.552135,81.871067,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-14,SI=F,67.338241,74.541847,82.77467,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,74.541847,67.338241,82.77467,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-15,SI=F,66.539367,74.9469,82.569954,,TimeCopilot_MedianEnsemble,BEARISH,1.4493,0.0,,,,,,,74.9469,66.539367,82.569954,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-04,CL=F,97.644302,101.861149,106.552383,106.419998,TimeCopilot_MedianEnsemble,NEUTRAL,1.0616,0.0,4.558849,4.4756,1.0,0.0,2026-05-05T06:45:35.662496,,,,,nan,nan,nan,,
2026-05-04,2026-05-05,CL=F,94.42459,101.230515,107.119956,,TimeCopilot_MedianEnsemble,BEARISH,1.0616,0.0,,,,,,,101.230515,94.42459,107.119956,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-06,CL=F,95.572194,101.193058,108.315216,,TimeCopilot_MedianEnsemble,BEARISH,1.0616,0.0,,,,,,,101.193058,95.572194,108.315216,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-07,CL=F,93.704012,102.252941,109.302531,,TimeCopilot_MedianEnsemble,BULLISH,1.0616,0.0,,,,,,,102.252941,93.704012,109.302531,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-08,CL=F,91.00858,100.857765,109.333595,,TimeCopilot_MedianEnsemble,BEARISH,1.0616,0.0,,,,,,,100.857765,91.00858,109.333595,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-11,CL=F,91.233145,99.995831,109.750776,,TimeCopilot_MedianEnsemble,BEARISH,1.0616,0.0,,,,,,,99.995831,91.233145,109.750776,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-12,CL=F,90.209819,100.772305,111.14289,,TimeCopilot_MedianEnsemble,BEARISH,1.0616,0.0,,,,,,,100.772305,90.209819,111.14289,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-13,CL=F,87.794032,100.775517,111.555265,,TimeCopilot_MedianEnsemble,BEARISH,1.0616,0.0,,,,,,,100.775517,87.794032,111.555265,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-14,CL=F,87.840907,100.647854,112.10928,,TimeCopilot_MedianEnsemble,BEARISH,1.0616,0.0,,,,,,,100.647854,87.840907,112.10928,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-15,CL=F,88.726543,100.683163,112.831204,,TimeCopilot_MedianEnsemble,BEARISH,1.0616,0.0,,,,,,,100.683163,88.726543,112.831204,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-04,HG=F,5.799308,5.931239,6.057028,5.795,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.1311,0.136239,2.297,0.0,0.0,2026-05-05T06:45:36.065125,,,,,nan,nan,nan,,
2026-05-04,2026-05-05,HG=F,5.777092,5.939706,6.097011,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.939706,5.777092,6.097011,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-06,HG=F,5.725328,5.931273,6.118691,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.931273,5.725328,6.118691,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-07,HG=F,5.690439,5.93813,6.183657,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.93813,5.690439,6.183657,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-08,HG=F,5.657289,5.931274,6.179654,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.931274,5.657289,6.179654,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-11,HG=F,5.646631,5.931274,6.227465,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.931274,5.646631,6.227465,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-12,HG=F,5.656796,5.931274,6.226542,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.931274,5.656796,6.226542,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-13,HG=F,5.561506,5.931274,6.269079,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.931274,5.561506,6.269079,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-14,HG=F,5.594958,5.931274,6.298598,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.931274,5.594958,6.298598,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-15,HG=F,5.581894,5.942425,6.344846,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0122,0.0,,,,,,,5.942425,5.581894,6.344846,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-04,EURUSD=X,1.167051,1.172851,1.179367,1.172663,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.79,0.000188,0.016,1.0,0.0,2026-05-05T06:45:35.800939,,,,,nan,nan,nan,,
2026-05-04,2026-05-05,EURUSD=X,1.163699,1.172851,1.182003,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.6879,,,,,,,1.172851,1.163699,1.182003,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-06,EURUSD=X,1.162306,1.172851,1.184017,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.6298,,,,,,,1.172851,1.162306,1.184017,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-07,EURUSD=X,1.159953,1.172851,1.18575,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.5601,,,,,,,1.172851,1.159953,1.18575,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-08,EURUSD=X,1.15959,1.172851,1.186016,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.5494,,,,,,,1.172851,1.15959,1.186016,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-11,EURUSD=X,1.157374,1.172851,1.188631,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.467,,,,,,,1.172851,1.157374,1.188631,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-12,EURUSD=X,1.155814,1.172851,1.189889,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.419,,,,,,,1.172851,1.155814,1.189889,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-13,EURUSD=X,1.154695,1.172851,1.190111,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.3961,,,,,,,1.172851,1.154695,1.190111,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-14,EURUSD=X,1.153541,1.172851,1.189108,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.3935,,,,,,,1.172851,1.153541,1.189108,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-15,EURUSD=X,1.1525,1.172851,1.192643,,TimeCopilot_MedianEnsemble,NEUTRAL,0.005,0.3155,,,,,,,1.172851,1.1525,1.192643,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-04,GBPUSD=X,1.350223,1.358467,1.367,1.358142,TimeCopilot_MedianEnsemble,NEUTRAL,0.0966,0.7533,0.000325,0.0239,1.0,0.0,2026-05-05T06:45:35.905675,,,,,nan,nan,nan,,
2026-05-04,2026-05-05,GBPUSD=X,1.348889,1.359117,1.370222,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0966,0.6863,,,,,,,1.359117,1.348889,1.370222,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-06,GBPUSD=X,1.347697,1.360571,1.373379,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0966,0.6224,,,,,,,1.360571,1.347697,1.373379,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
2026-05-04,2026-05-07,GBPUSD=X,1.345462,1.359988,1.374996,,TimeCopilot_MedianEnsemble,NEUTRAL,0.0966,0.5658,,,,,,,1.359988,1.345462,1.374996,NO_SIGNAL,NO_DATA,POLY_NEUTRAL,0.0,
